pr名,用户名,url,合并时间,奖励数量
错别字,Hongchenglong,https://github.com/AmazingAng/WTF-Solidity/pull/126,2022-07-27T07:17:32Z
Tutorial 5 translation into English,buttonwild,https://github.com/AmazingAng/WTF-Solidity/pull/124,2022-07-27T05:00:54Z
Issues #121 Fixed,buttonwild,https://github.com/AmazingAng/WTF-Solidity/pull/122,2022-07-26T14:51:15Z
Cleared up some typo,quantum-proof,https://github.com/AmazingAng/WTF-Solidity/pull/120,2022-07-26T14:18:50Z
教材翻译 7，8,seasidejuvenile666,https://github.com/AmazingAng/WTF-Solidity/pull/119,2022-07-26T11:27:10Z
增加注释,auzncn,https://github.com/AmazingAng/WTF-Solidity/pull/118,2022-07-26T08:26:30Z
English translation,quantum-proof,https://github.com/AmazingAng/WTF-Solidity/pull/116,2022-07-25T15:45:40Z
Update readme.md,auzncn,https://github.com/AmazingAng/WTF-Solidity/pull/115,2022-07-25T04:06:36Z
fix,wyn77,https://github.com/AmazingAng/WTF-Solidity/pull/114,2022-07-24T14:53:11Z
add remix validation exmaples for Lesson_39 Random,zhiyuan2007,https://github.com/AmazingAng/WTF-Solidity/pull/112,2022-07-23T09:36:29Z
Update 40,reborn-sama,https://github.com/AmazingAng/WTF-Solidity/pull/111,2022-07-23T05:13:37Z
Update 35,JustinAsdz,https://github.com/AmazingAng/WTF-Solidity/pull/110,2022-07-21T18:06:05Z
Update 37,sdfgsdfsdf,https://github.com/AmazingAng/WTF-Solidity/pull/109,2022-07-21T13:35:27Z
Update 35,JustinAsdz,https://github.com/AmazingAng/WTF-Solidity/pull/108,2022-07-21T13:22:04Z
更新课程38讲，审核教程以及语病，补充remix部分内容,EasyChris,https://github.com/AmazingAng/WTF-Solidity/pull/107,2022-07-21T08:27:36Z
Update 38 lesson,EasyChris,https://github.com/AmazingAng/WTF-Solidity/pull/106,2022-07-18T14:12:10Z
Issue #103 Update,buttonwild,https://github.com/AmazingAng/WTF-Solidity/pull/104,2022-07-17T10:53:49Z
"Update 35,36 Lesson",JustinAsdz,https://github.com/AmazingAng/WTF-Solidity/pull/102,2022-07-17T10:53:42Z
update 32 and 33,Hongchenglong,https://github.com/AmazingAng/WTF-Solidity/pull/100,2022-07-16T09:02:01Z
Issues #98 Update,buttonwild,https://github.com/AmazingAng/WTF-Solidity/pull/99,2022-07-14T17:16:08Z
fix warning unused paramater,yechanggui,https://github.com/AmazingAng/WTF-Solidity/pull/97,2022-07-15T12:06:47Z
修改了37-4截图,seasidejuvenile666,https://github.com/AmazingAng/WTF-Solidity/pull/95,2022-07-14T08:22:04Z
fix REC721 ownerOf function,cryptothink629,https://github.com/AmazingAng/WTF-Solidity/pull/94,未合并
fix-34 ERC721 _approve() parameter issue,cryptothink629,https://github.com/AmazingAng/WTF-Solidity/pull/92,未合并
为ERC721章节添加了更详细的有关EIP165的内容,LIPUU,https://github.com/AmazingAng/WTF-Solidity/pull/91,2022-07-11T09:13:38Z
Equal condition shoud be allowed,magiconch,https://github.com/AmazingAng/WTF-Solidity/pull/90,2022-07-11T03:22:48Z
update require,0xc25fee20,https://github.com/AmazingAng/WTF-Solidity/pull/89,2022-07-08T11:28:23Z
Update readme.md,0xc25fee20,https://github.com/AmazingAng/WTF-Solidity/pull/88,未合并
增加Now的使用说明,anbang,https://github.com/AmazingAng/WTF-Solidity/pull/86,2022-07-02T14:57:24Z
删除重复的32_Faucet.sol,Hongchenglong,https://github.com/AmazingAng/WTF-Solidity/pull/81,2022-06-30T07:59:34Z
